14,
0,0.1848593
1,0.1796688
1.3,0.17811165
2.3,0.17292116
3.3,0.16773066
4.3,0.16254016
5,0.15890681
6,0.12128975
6.3,0.12001236
7.3,0.11575441
8.3,0.11149646
9.3,0.10723851
10.3,0.10298056
11,0.1
